instance_id,k,n_vars,n_clauses,satisfiability,clauses
135,2,100,120,UNSAT,"[[-22, -9], [41, 83], [13, 38], [59, -95], [-13, 51], [-24, 53], [-67, -13], [78, -47], [-87, 12], [-49, -96], [-11, -97], [14, -88], [20, -60], [64, 78], [25, -14], [-88, 65], [55, 13], [66, 12], [98, -65], [45, -88], [-93, -58], [-38, 51], [-94, 79], [15, 30], [16, -73], [28, 29], [31, -25], [4, 38], [90, 29], [-68, 51], [67, 82], [-71, 63], [68, 65], [81, -57], [-60, 45], [-40, -32], [-20, -90], [-83, -85], [41, -77], [55, -95], [-78, 21], [-94, -76], [-5, -50], [2, -80], [88, -89], [-69, -37], [56, 27], [97, 38], [91, -70], [93, 26], [61, -72], [87, 25], [75, 31], [-10, -10], [-52, -43], [92, 52], [90, -27], [-29, -54], [-2, -87], [85, 55], [-87, -81], [4, -95], [33, 72], [12, 67], [13, 12], [-78, -57], [-96, 95], [13, 49], [75, 7], [-12, 83], [39, 98], [63, 30], [-64, -51], [28, 35], [45, 68], [61, 23], [83, 57], [-1, -19], [-10, 20], [-24, 7], [-22, -74], [-55, -82], [-77, 46], [76, 33], [-77, -54], [-72, 33], [-6, 86], [27, 54], [-55, 85], [-29, 58], [77, -59], [25, 53], [18, -35], [40, 32], [92, -14], [64, 88], [-59, 75], [67, -18], [-46, 46], [-17, -93], [56, -9], [-38, 95], [59, -99], [96, -41], [-34, 39], [26, 57], [-43, -40], [-15, -44], [-7, -49], [32, 4], [73, 80], [-65, 54], [-86, 2], [-32, -13], [-22, -78], [13, -92], [40, -45], [-35, 32], [29, 58], [32, -87]]"
136,2,100,120,SAT,"[[55, -77], [69, -37], [-89, 30], [73, -34], [-66, -27], [-21, 57], [-28, -2], [41, 4], [-89, 99], [49, -58], [-89, -49], [52, -38], [96, 27], [75, -27], [72, 80], [100, -53], [4, -60], [91, 50], [13, 52], [-38, -88], [58, -2], [-85, -96], [-31, 17], [77, 85], [53, -28], [26, 20], [-32, 37], [41, 99], [-48, -33], [-49, -35], [-97, 94], [44, 17], [-9, 60], [-23, -20], [-57, 21], [60, -34], [-45, 98], [-85, -1], [-74, 82], [93, -96], [-33, 10], [81, -89], [20, -53], [-15, 47], [-2, 59], [87, -79], [-70, -97], [-60, -20], [15, -89], [-91, 65], [93, -80], [59, -3], [60, -38], [-25, -69], [-42, -9], [64, 68], [15, -48], [-78, 1], [-9, -1], [39, -10], [75, 96], [87, -61], [6, 12], [-44, -52], [35, 55], [53, 93], [-38, -63], [-39, 71], [-99, -25], [25, -6], [-65, 29], [43, 21], [-41, 98], [78, -97], [9, 63], [-86, -74], [93, 77], [65, 29], [-62, -59], [-40, -67], [79, 17], [6, 61], [9, 74], [-9, 33], [-20, -14], [-56, 17], [17, -83], [48, 2], [-21, 68], [21, 38], [76, -45], [70, -59], [100, -91], [33, 64], [-97, -26], [-49, 17], [91, 38], [78, 32], [-79, 43], [5, 9], [71, 98], [-73, 49], [-77, 85], [-66, -43], [-21, 63], [100, 62], [-69, -30], [-73, 63], [2, 4], [-72, -57], [87, -80], [-93, 5], [-97, 26], [-99, 95], [36, 45], [40, -20], [68, 75], [-26, -27], [-16, 83], [42, -86]]"
137,2,100,120,SAT,"[[6, 88], [-77, 56], [5, -80], [81, 2], [24, -87], [26, -9], [71, 46], [84, 94], [-45, 80], [12, 55], [65, 93], [-36, -24], [47, -84], [-75, -89], [41, -8], [-65, 78], [52, -48], [-56, 44], [-13, -70], [-81, -3], [62, -10], [16, 21], [-8, 91], [73, 39], [70, 88], [-70, 69], [-27, 47], [98, 7], [-54, 75], [97, -9], [13, -19], [15, -53], [-87, -42], [79, 33], [-42, 20], [-67, 34], [7, -14], [-97, -53], [97, 12], [-5, -47], [-52, -80], [-17, 65], [-40, -62], [-40, -67], [30, 15], [-53, 99], [-15, 71], [83, -44], [71, -68], [89, -53], [15, -24], [45, 28], [-87, 92], [-35, 68], [-32, 10], [-86, 80], [-8, -69], [-93, 95], [-20, 23], [-72, -1], [36, -52], [-62, -13], [-84, 51], [97, -66], [39, -26], [-34, 41], [10, 62], [75, 44], [-78, 20], [-97, -80], [-41, -13], [-42, -35], [-85, -73], [-61, -92], [43, 10], [15, 22], [-75, -13], [11, -82], [13, -12], [80, -69], [89, 39], [-12, -19], [-73, -68], [100, -94], [96, -46], [64, 17], [-34, -83], [85, 55], [-3, 41], [14, -42], [-59, 80], [44, 84], [56, -85], [-45, -47], [-86, 72], [-15, -24], [23, -33], [-51, -87], [-99, -56], [-77, -1], [-58, 9], [-84, 48], [20, -94], [99, 2], [-98, -48], [-68, -52], [-77, 12], [24, 4], [-50, 17], [21, -48], [-25, 49], [49, 23], [80, 73], [-11, -5], [-10, 46], [30, 74], [-81, 8], [62, -91], [72, 35], [-34, 55]]"
138,2,100,120,SAT,"[[-35, -48], [-94, 19], [50, 92], [-22, -31], [-26, 68], [90, -35], [64, -53], [-85, 70], [20, -39], [83, 4], [25, 69], [61, 40], [-87, -15], [-52, -72], [81, -6], [-68, 1], [-38, -11], [-22, -8], [-54, 28], [-43, -37], [100, 2], [-85, 92], [-100, 86], [-99, -37], [63, 48], [-8, 20], [-60, -66], [33, 48], [-70, 63], [54, -4], [-94, -91], [-74, 5], [-87, -26], [24, 89], [-77, 4], [-96, 100], [-98, 55], [11, 52], [-89, -10], [-38, -20], [39, 53], [-16, 49], [100, -87], [30, 42], [35, 22], [-91, 83], [-87, -98], [-86, 50], [76, 30], [76, 42], [-77, 80], [85, -38], [-87, 48], [89, 92], [-34, 45], [-78, 54], [-4, 1], [-33, -41], [-15, 66], [-8, -38], [28, 14], [100, 82], [-89, 43], [-54, 85], [21, 58], [34, -11], [-69, 68], [-15, -17], [-100, -2], [19, 84], [-38, 15], [-59, -73], [88, -59], [38, 36], [-87, 37], [-94, 3], [-73, -50], [-72, -46], [2, 8], [12, 46], [68, 81], [-27, 2], [-37, -12], [70, -18], [15, -95], [47, -86], [-77, -77], [27, -44], [71, 73], [58, 18], [73, -70], [34, 3], [51, -23], [-18, 16], [-3, 54], [16, -23], [-60, 19], [79, 58], [85, -91], [3, -12], [88, 54], [10, -89], [62, -20], [-83, -83], [42, 31], [99, -47], [93, 7], [25, -26], [-42, 37], [-44, 51], [-74, -39], [-90, 65], [-3, 36], [70, -60], [37, -34], [4, 53], [-61, 23], [25, -63], [44, 90], [100, -58]]"
139,2,100,120,SAT,"[[52, -30], [-58, -92], [21, 51], [-52, 62], [-29, -19], [88, -3], [-4, -90], [4, -10], [81, 24], [-14, 6], [82, 71], [10, -23], [3, 60], [89, -82], [-62, 66], [-1, 19], [-76, -59], [35, 19], [-5, -7], [-30, -83], [-66, -43], [-53, -44], [-54, 3], [-46, 37], [37, 68], [52, -52], [-23, 46], [-5, 86], [-91, -85], [-99, 66], [-2, 73], [64, 99], [48, 26], [-80, 79], [26, -96], [68, 87], [-51, -63], [-80, -50], [17, -49], [9, -81], [-9, 93], [-76, 5], [48, -95], [82, -33], [-73, -77], [86, -98], [-97, 75], [91, -77], [34, -89], [86, 55], [-70, -53], [74, 19], [-27, -14], [22, -70], [-22, -33], [63, 43], [-16, 12], [41, -7], [-38, -6], [-37, 42], [28, -48], [80, 86], [-91, 8], [-83, 14], [-66, 100], [-73, -8], [59, 39], [-91, -90], [94, 58], [-2, -8], [-75, -23], [64, 41], [-82, 73], [-36, -67], [-40, 78], [99, 75], [48, -60], [-24, 81], [-52, 6], [-3, 50], [16, 99], [54, -42], [65, -88], [-5, -58], [-43, -92], [77, 6], [1, 52], [90, 28], [-47, -94], [-90, -50], [24, -12], [-98, -62], [-62, -17], [-86, 5], [70, 87], [-62, -90], [29, -23], [90, -95], [72, -27], [-18, -23], [19, -96], [12, -67], [-50, 67], [-22, -15], [93, -94], [-39, -45], [4, -82], [-69, 73], [-6, -5], [14, 99], [78, -84], [66, 61], [87, -82], [-36, 95], [-77, 75], [79, -44], [48, 29], [29, -12], [38, -88], [44, -41]]"
140,2,100,120,SAT,"[[52, 88], [82, 23], [72, 68], [-45, -7], [-38, -51], [27, -21], [-88, 17], [-57, 28], [100, 18], [43, 45], [67, -74], [-57, 65], [43, 6], [-35, -49], [-79, 24], [-26, 82], [27, 64], [-24, -68], [79, 59], [-44, -80], [-10, -83], [98, 6], [-69, -28], [71, 14], [31, -6], [-20, -40], [-41, -83], [15, 23], [42, 70], [-16, 100], [-38, -69], [31, 15], [8, 74], [44, -71], [32, -25], [90, -5], [64, -71], [88, -61], [25, -43], [-24, 48], [98, -34], [82, -17], [80, -48], [-38, 41], [54, 61], [17, 46], [99, 93], [5, 64], [-41, -77], [91, -63], [48, 88], [-95, -11], [-41, -86], [-32, -36], [10, 38], [11, 27], [71, -83], [61, -21], [3, 27], [27, 2], [-91, -16], [31, 96], [-53, -44], [-77, 20], [82, 70], [-76, -64], [-4, -34], [-92, 8], [48, -26], [-69, 67], [-52, -34], [-92, -59], [90, 42], [74, 85], [-33, -9], [-42, 28], [44, -14], [-96, -62], [40, -57], [76, 75], [-9, -19], [-8, 49], [35, 18], [31, 78], [-99, 26], [-59, 2], [-92, -45], [54, 54], [-70, -1], [-34, -91], [67, -70], [94, -91], [-71, -83], [38, -12], [85, -17], [-62, -25], [97, -76], [23, 9], [36, 54], [-27, 42], [73, -88], [-97, -22], [-7, 20], [65, 34], [-74, -39], [-92, 43], [-38, -50], [-25, 46], [29, -61], [45, -74], [16, -84], [-33, 63], [93, -46], [-47, -60], [81, 75], [-96, 49], [51, 91], [89, -96], [-4, 22], [96, 58]]"
141,2,100,120,UNSAT,"[[56, -55], [-13, 65], [-55, -62], [26, -46], [51, -1], [-65, -16], [47, 20], [-13, 42], [-17, -73], [20, 27], [29, -62], [35, -87], [76, -59], [-31, 65], [41, -85], [-83, -71], [-33, -17], [-28, -100], [10, 58], [12, -42], [-28, -66], [83, -41], [51, 71], [70, 88], [16, 60], [-56, -19], [-34, 40], [-88, -99], [96, 27], [73, -60], [96, 20], [38, -57], [87, -36], [67, -82], [12, -93], [52, -16], [83, -48], [-52, -95], [-98, -65], [46, 93], [-1, 84], [-50, -6], [-86, 70], [73, 91], [-59, 15], [-31, -47], [58, 42], [-22, -82], [-60, -82], [-21, 19], [67, 88], [28, 27], [89, -85], [-10, 47], [9, -79], [-8, 15], [100, 66], [-60, 80], [36, 99], [-20, -95], [30, 29], [63, -58], [21, -4], [-8, 59], [-50, 3], [35, -1], [-13, 29], [3, 26], [55, 80], [-86, 26], [-61, -53], [49, -67], [-39, -15], [-57, 91], [-1, -65], [19, -41], [81, -86], [-9, -9], [-100, 69], [81, -93], [89, 6], [14, -34], [-69, 38], [-25, 15], [61, -49], [60, 81], [-34, -68], [76, 59], [-100, -84], [8, 75], [20, 3], [86, 70], [95, -96], [68, -3], [97, 34], [-27, 63], [8, -80], [39, -64], [80, 54], [95, 59], [-67, 46], [95, -50], [-72, 3], [14, -11], [-31, 16], [99, -17], [-63, -6], [-71, -68], [79, -26], [80, 71], [20, -53], [-70, -25], [-9, 58], [-93, -68], [-18, 83], [-49, -13], [-2, -65], [78, -4], [-49, -52], [16, -57]]"
142,2,100,120,SAT,"[[47, -83], [17, 93], [13, -23], [-47, -86], [62, -34], [85, 25], [-84, 17], [44, 25], [42, -23], [65, 87], [-5, 88], [-18, -53], [-71, 100], [42, -48], [-93, -69], [-100, -64], [70, 23], [17, -26], [7, 63], [86, 46], [18, -86], [82, 14], [-24, 72], [-60, -32], [97, 45], [66, 39], [-52, -35], [5, -61], [50, 1], [-25, 67], [-42, 96], [-11, -48], [-37, -59], [-78, -59], [42, -42], [73, -31], [37, -51], [37, -22], [-12, -26], [66, -75], [-77, 9], [24, -79], [-49, 50], [-11, 76], [83, 64], [-56, 10], [52, -39], [69, -11], [73, 8], [-65, -17], [81, -9], [-70, -81], [25, -74], [-57, 69], [-77, 94], [-22, 59], [63, -39], [3, -98], [-100, -31], [53, -77], [-24, 72], [-96, -69], [-62, 67], [-97, 90], [62, 16], [98, 46], [82, -34], [73, 49], [38, -84], [-78, -64], [-88, -10], [-96, -66], [71, -31], [-42, 46], [38, -59], [-35, -10], [31, -89], [4, -22], [16, 16], [-42, -100], [93, -5], [49, 91], [94, -71], [89, -89], [-32, 26], [87, -6], [-32, -100], [70, 74], [-60, 70], [-75, 8], [-7, 39], [-24, 22], [60, -55], [10, 47], [-33, -81], [46, -25], [-10, 18], [-100, -3], [29, 84], [-63, 53], [7, -31], [-59, -27], [-92, -34], [-95, 61], [-59, 71], [-75, -41], [82, -78], [36, -27], [-85, 98], [-54, 42], [95, 97], [4, 96], [-81, -63], [-50, -67], [-30, 63], [100, -2], [28, -49], [-24, -96], [-78, -14], [19, 19]]"
143,2,100,120,SAT,"[[-41, 85], [-51, 16], [34, 70], [68, 87], [-30, -36], [-53, -10], [-77, 27], [50, 53], [57, 97], [-71, -21], [-58, -78], [-59, -70], [61, -88], [-56, -72], [100, 9], [93, 85], [-29, 77], [80, -25], [16, -60], [75, -26], [47, -63], [-47, -19], [-14, 1], [32, -3], [9, -84], [-42, -89], [60, 20], [-44, -61], [-56, -94], [62, -98], [-60, 39], [-70, -32], [-47, -55], [-96, -60], [97, 43], [17, 9], [46, 91], [22, -40], [-64, -7], [-59, 35], [-66, -8], [98, 71], [-18, -10], [12, 82], [27, 39], [-41, -52], [-95, 74], [-16, -30], [-56, -17], [-78, -15], [-2, -98], [32, 84], [38, -74], [-14, -90], [-13, 71], [-11, 60], [71, -88], [-1, -60], [-95, -23], [4, 94], [59, -7], [-31, -33], [3, -19], [15, 51], [64, 9], [34, 99], [40, 88], [94, 38], [88, -57], [-59, 14], [31, 48], [39, -6], [-40, -18], [28, 54], [90, 85], [-98, -14], [52, -89], [34, -87], [68, -75], [5, -10], [38, 34], [48, 85], [51, -45], [44, -74], [56, -4], [3, 92], [-100, 64], [99, -35], [-67, 46], [-55, 14], [-53, -31], [-27, 29], [63, 100], [56, -63], [-27, 100], [-97, 29], [-54, 27], [-91, -82], [26, 31], [50, 72], [-18, 75], [-18, -33], [-66, 15], [41, 89], [50, 63], [-20, 66], [-92, -11], [-37, 66], [-31, 62], [62, -19], [42, -66], [-67, -100], [-4, -78], [-39, -64], [-43, 70], [14, 52], [-58, -9], [17, 37], [-72, 4], [-30, 53]]"
144,2,100,120,SAT,"[[-15, 32], [-30, -16], [69, 39], [-13, -55], [79, -55], [42, 59], [-94, 47], [83, -30], [26, 41], [90, 96], [-52, 80], [-96, -88], [20, 28], [63, -78], [-98, -41], [38, 13], [-27, 14], [88, 85], [33, -55], [-39, 70], [-20, 80], [43, -20], [-64, 73], [-21, -60], [-70, 98], [86, -9], [-45, 39], [34, -1], [-35, -42], [29, -22], [78, 58], [69, 7], [-51, -44], [100, -60], [7, 29], [57, 29], [98, 12], [75, 19], [-37, 61], [-69, -59], [-59, 71], [-39, -74], [46, -94], [-80, 5], [6, 29], [84, -39], [47, 59], [75, -100], [87, 73], [57, 59], [-47, -21], [-87, 66], [47, 78], [-45, -71], [61, 33], [-90, 11], [60, 21], [-52, 57], [11, -21], [63, 14], [-49, 90], [-90, -79], [-64, -42], [-34, 33], [1, 36], [-24, -33], [-52, 18], [-4, 46], [-19, 40], [-11, 15], [78, 58], [-85, 62], [-56, 30], [-100, 36], [96, 76], [-63, -14], [1, -42], [5, 43], [-32, 13], [33, 94], [100, 42], [10, -61], [-46, 51], [49, 50], [42, 8], [4, -73], [16, -99], [-34, -61], [-79, 54], [52, -63], [-24, -53], [25, 22], [-96, 44], [48, 60], [88, -65], [-17, 100], [-58, 6], [35, -35], [-50, -23], [73, -81], [-13, -21], [98, -63], [-15, -73], [93, -61], [88, -90], [-67, 91], [54, 27], [-25, 35], [11, 12], [79, -29], [-72, 35], [-75, -99], [-51, 82], [36, 100], [93, -22], [72, 64], [-26, -34], [87, 10], [96, 61], [-77, -72]]"
145,2,100,120,UNSAT,"[[80, -68], [58, -75], [1, 69], [-76, 57], [42, 63], [-71, 16], [-65, -18], [-46, -83], [-29, 80], [31, 14], [-47, -93], [-1, 7], [-29, 24], [44, -45], [17, 93], [17, -23], [-15, 54], [6, -38], [21, 79], [-22, 19], [-99, -8], [62, -11], [-48, 95], [-9, -58], [60, 84], [96, -36], [56, -71], [-31, 60], [-75, 80], [35, 53], [54, -76], [75, 40], [92, 18], [80, -49], [57, 63], [-14, -59], [-73, -38], [-71, -21], [16, 6], [17, -5], [91, 63], [69, -70], [96, -49], [-51, -24], [-38, -8], [-35, -51], [59, -32], [-58, 6], [13, 30], [-49, 61], [-36, 78], [-90, -51], [-67, 50], [-60, 42], [-37, 38], [27, -100], [-80, -4], [-53, -73], [-9, -98], [94, -39], [77, 53], [-48, 90], [14, 29], [-75, 95], [-21, 80], [-93, 87], [-94, 74], [-74, -40], [-43, -8], [10, -11], [69, 21], [-62, 71], [-7, 90], [-39, -80], [-23, 90], [-96, -88], [-90, -87], [-4, 89], [-27, -56], [-73, 47], [76, 16], [-30, -22], [-37, 45], [1, -68], [51, 40], [94, -80], [12, 55], [-71, -18], [-33, -54], [59, 39], [73, -97], [-72, 44], [87, 89], [-93, -96], [-47, -63], [-32, 58], [75, -25], [-1, 36], [-90, 63], [-41, 84], [-4, 3], [-92, 57], [73, -1], [100, -74], [91, -35], [11, -58], [-66, -3], [11, 85], [-90, 65], [-95, 37], [-22, -36], [97, -63], [-58, -85], [-79, 19], [-77, -51], [70, 32], [-31, -95], [24, 66], [-47, -53], [-17, -10]]"
146,2,100,120,UNSAT,"[[-22, 44], [2, 56], [49, -92], [-92, -47], [29, -69], [-27, -39], [53, 77], [-57, -100], [-81, -99], [-11, -81], [-72, 3], [77, -57], [-57, -15], [-2, -93], [60, 48], [-71, 55], [-15, 80], [16, 14], [89, -41], [-84, 74], [-82, 61], [-24, -96], [-12, -24], [14, 7], [-3, -62], [-37, -71], [-33, 9], [9, 51], [53, 98], [78, 89], [16, -38], [92, -49], [-41, 35], [88, -57], [59, 65], [-86, -35], [-68, 17], [58, 62], [-26, -56], [41, 7], [95, 86], [58, -92], [96, 33], [-23, -59], [10, -100], [42, 95], [13, -20], [-61, -8], [9, 94], [100, 80], [100, 66], [94, -53], [82, -8], [6, -93], [-95, -94], [44, -50], [-8, -59], [-79, 76], [-13, -62], [-76, -54], [-90, 6], [-6, 46], [67, -95], [40, 89], [-51, -39], [99, 4], [26, 52], [-24, -12], [98, 20], [-13, -13], [-53, 22], [60, -15], [-7, 26], [-98, -15], [-45, 86], [85, 87], [68, 96], [-83, 67], [53, -71], [-55, -93], [29, 94], [-89, -77], [-37, 8], [-44, -36], [-59, 53], [47, -48], [-48, -72], [78, 85], [-31, 17], [-89, 14], [-77, -93], [83, -58], [-16, 82], [70, 50], [1, -19], [61, 14], [87, -51], [20, -98], [82, -10], [-97, 54], [-33, -49], [-80, 13], [-16, 87], [-47, -98], [-43, 41], [48, 17], [78, -20], [73, -75], [90, -40], [31, -29], [10, -66], [58, -64], [-52, -81], [66, -82], [79, 89], [84, 34], [-84, 77], [-43, 91], [-41, 90], [86, -95]]"
147,2,100,120,SAT,"[[-32, -77], [-3, -71], [-38, -25], [47, -93], [64, -17], [77, -98], [40, -7], [-87, 26], [-92, -29], [79, 17], [65, -67], [-13, 28], [27, 16], [-57, 9], [79, -50], [-18, 21], [-80, 29], [65, 41], [11, 25], [7, 51], [-91, -30], [39, -97], [-97, 88], [-31, 98], [-69, -47], [-21, 39], [58, 75], [95, 40], [-36, -65], [75, 97], [-70, -86], [51, -69], [-69, -99], [53, 80], [60, -65], [70, 49], [-57, 85], [98, 80], [-31, -29], [-81, -41], [-42, 88], [-94, 61], [32, 30], [77, -1], [-78, -45], [-16, 48], [-65, -97], [-39, -100], [78, -40], [-37, -79], [48, -14], [9, -86], [78, -27], [67, 9], [86, -84], [53, 76], [-29, -3], [48, -65], [-91, 77], [69, -64], [84, 65], [-65, 72], [14, 6], [52, -78], [28, 17], [-40, -20], [-45, 61], [87, 69], [-45, 32], [96, -28], [48, 77], [-61, 49], [41, -67], [-9, 1], [-16, 89], [-35, -53], [23, 93], [45, 1], [-48, 29], [-70, -64], [-28, 4], [-95, 26], [25, -45], [52, -67], [87, -81], [-53, 55], [-13, -96], [-62, -55], [69, 84], [50, 60], [27, 55], [58, -44], [75, -73], [-26, 20], [19, 93], [2, -90], [-19, -60], [-84, -18], [-29, 33], [-85, 88], [29, -32], [3, -78], [-21, 16], [-6, -74], [-55, 12], [-100, -20], [26, -85], [12, -95], [-55, -33], [70, 15], [-50, 17], [-56, 69], [49, -67], [-62, -72], [-12, 82], [-46, -29], [-92, 24], [21, -75], [7, -47], [28, 57]]"
148,2,100,120,SAT,"[[-63, -63], [-15, 67], [-47, 35], [-48, -99], [-96, -54], [-67, 41], [68, 89], [1, -53], [-80, -91], [-84, 77], [12, 27], [56, -19], [12, -4], [-36, 3], [-31, -56], [-25, 37], [-15, -23], [72, -31], [-13, 35], [54, -9], [-54, 25], [-52, -64], [-20, 58], [-25, -88], [58, -6], [-51, -73], [88, -49], [96, -96], [79, -3], [-85, 89], [7, -88], [69, -77], [43, 71], [97, 86], [58, 19], [-45, -100], [83, 38], [-21, 82], [58, -8], [-61, -58], [1, -24], [-66, 84], [-87, -5], [43, -94], [-63, 31], [-90, -3], [50, 68], [45, 50], [69, 48], [52, -60], [13, -84], [29, 77], [6, -26], [71, 85], [-13, -25], [-70, -23], [-52, -9], [-50, -54], [2, -47], [-31, 64], [-62, 26], [23, 94], [-90, -61], [-41, 93], [64, -10], [-53, 60], [-42, 80], [37, 4], [11, 9], [17, 76], [-90, 88], [87, 67], [-36, -7], [78, -34], [45, 72], [-88, 46], [46, 65], [-72, 2], [98, -67], [-44, -86], [-62, 30], [-91, 76], [-65, -5], [-55, 63], [57, -5], [-20, 85], [-66, 21], [-92, -24], [43, 12], [24, 77], [-72, 26], [72, 9], [50, 96], [-60, -54], [48, -9], [-94, 43], [-28, -100], [-54, 65], [72, -49], [-92, -67], [13, 35], [-44, -74], [-41, 68], [14, -57], [-77, -60], [-97, 16], [78, 48], [-77, -19], [21, 54], [-37, -20], [30, -37], [-100, -10], [81, -9], [-12, -20], [8, -61], [-95, -60], [-85, 40], [58, 81], [56, -58], [15, 100]]"
149,2,100,120,UNSAT,"[[80, 7], [78, 21], [-66, -19], [-26, -29], [16, -7], [-93, 6], [12, -5], [-85, -19], [24, 33], [91, 45], [14, -66], [35, -36], [-68, -54], [-47, -48], [-70, 21], [35, 49], [52, 16], [84, -99], [60, 66], [88, 11], [12, 33], [51, -98], [73, -81], [39, 71], [26, -56], [-23, 69], [40, 35], [-20, 60], [2, 57], [-4, -85], [-65, 27], [12, 87], [-96, -63], [50, -51], [56, -52], [-80, 91], [-23, 16], [90, -16], [-11, 11], [33, -95], [55, 25], [-43, 46], [50, 77], [-21, -66], [-73, 41], [64, -33], [96, 74], [-35, -1], [-4, -66], [24, -55], [-12, -65], [-100, 23], [-39, -3], [-77, 41], [50, -67], [-56, -60], [-62, -54], [-39, -2], [85, -77], [-70, 20], [4, 43], [10, -43], [-41, -12], [-6, -28], [-38, -31], [-70, 69], [-44, 65], [-98, 9], [-43, -62], [-51, -41], [-16, -83], [29, 13], [-42, 63], [81, -6], [71, 19], [-74, 87], [58, 79], [42, -54], [-39, -41], [10, -17], [-48, 51], [-41, -13], [-66, -26], [46, 88], [56, 12], [88, 96], [-72, -7], [63, 70], [65, 17], [-5, 22], [23, -75], [-86, 92], [-71, -25], [-13, -94], [100, -10], [31, -30], [1, -19], [-45, 2], [70, -28], [-52, -99], [60, -82], [-66, 100], [88, 10], [4, -89], [19, -62], [-73, -44], [-34, -78], [33, 64], [-95, 14], [32, -59], [8, -69], [94, 14], [62, 40], [31, -19], [81, 73], [-27, 78], [-14, 70], [100, 61], [36, 61], [-20, 81]]"
150,2,100,120,UNSAT,"[[40, -86], [96, -50], [35, -67], [-32, -29], [26, -97], [2, -94], [97, -59], [44, -61], [-78, -23], [18, 20], [-17, -32], [75, 38], [-18, -45], [-52, -29], [-86, -23], [62, -51], [76, 47], [-13, -47], [97, -87], [-90, 65], [44, -45], [-55, 13], [-13, -37], [97, 10], [49, 41], [8, 94], [-97, -95], [-48, 27], [-84, -10], [12, 35], [99, 100], [8, 71], [-81, -9], [41, 44], [29, -67], [-6, -2], [38, -61], [-74, 88], [46, 27], [11, 28], [55, -23], [26, -21], [52, -43], [8, 35], [-41, 18], [24, -43], [59, -39], [-51, -26], [-60, 16], [-24, -59], [-71, 69], [-6, -69], [21, -36], [36, 43], [-10, -53], [61, 61], [-2, 14], [-61, 23], [-26, 35], [-87, 67], [34, 46], [51, -58], [67, 55], [26, -85], [-97, -64], [71, -86], [84, -13], [87, -6], [67, -75], [77, 68], [14, -22], [74, -62], [-67, 56], [78, 77], [90, 36], [-18, -48], [-80, -74], [95, -68], [-36, 6], [-37, -50], [90, 50], [-93, -92], [48, -2], [-65, -57], [40, -15], [-2, 81], [-49, 11], [6, -63], [-93, -22], [-44, 28], [-41, 79], [11, -48], [63, 15], [-4, 88], [86, 52], [-25, 97], [33, -58], [-66, -49], [-16, -77], [-25, -78], [2, 40], [-42, -71], [-26, -75], [78, 47], [58, -94], [-20, -1], [37, -51], [-13, -68], [-93, -37], [94, -59], [90, -18], [-83, -35], [27, 15], [96, 56], [-65, 57], [74, 46], [-54, -85], [100, 19], [87, 20], [-50, -62]]"
151,2,100,120,SAT,"[[-44, -84], [-52, -20], [58, -31], [6, 24], [45, 13], [13, -35], [-85, -42], [-55, -98], [44, -77], [93, 7], [-10, 10], [-66, -14], [-55, 97], [-49, -34], [64, -65], [26, -46], [-52, 18], [-67, 17], [43, -13], [-32, -68], [-85, 3], [34, 36], [-21, -77], [-97, 38], [-46, 60], [-40, 75], [-7, -30], [9, 47], [-73, -25], [100, 49], [55, -40], [8, -23], [22, -63], [46, 79], [73, -19], [-76, -10], [-54, 13], [-11, 3], [-98, -10], [14, 62], [35, 18], [84, -91], [79, -32], [73, 38], [-85, -59], [-36, -44], [-56, 61], [-5, -100], [51, -89], [44, 18], [-50, -51], [-2, 63], [25, 36], [-55, -26], [87, -87], [-57, -44], [-46, -97], [61, -4], [-80, 35], [34, -1], [-94, 31], [-90, -6], [38, -84], [11, 86], [-27, 38], [92, 98], [-22, 29], [2, -90], [4, -64], [21, -91], [43, -75], [-73, 54], [-94, -35], [31, 89], [2, 8], [-61, 57], [73, -83], [83, 43], [-72, -72], [-86, -64], [55, 87], [73, 45], [50, 23], [37, 88], [-39, 92], [-90, -18], [44, -28], [-79, -71], [27, -94], [-33, -13], [30, 12], [-100, 65], [-17, 19], [78, 84], [-65, 49], [59, -10], [44, -90], [94, -86], [19, -64], [-31, -44], [-66, -29], [23, 3], [-11, 14], [52, -22], [-68, -60], [66, 12], [-42, -58], [2, -42], [-87, -39], [55, -68], [100, -3], [-18, -13], [-47, 39], [-70, -75], [-8, 27], [-15, -39], [-90, -34], [-73, 59], [-40, 79], [36, -1]]"
