instance_id,k,n_vars,n_clauses,satisfiability,clauses
10,2,50,100,UNSAT,"[[25, 4], [-42, -16], [-11, 17], [-50, -48], [5, -16], [25, 25], [46, -13], [-49, -14], [-18, 12], [-4, 29], [-1, -6], [27, 9], [44, 4], [6, 6], [-45, 3], [6, 42], [12, -28], [-28, 25], [-21, -50], [-2, -4], [-49, -25], [-50, 1], [6, -23], [50, -44], [44, -11], [17, -47], [4, -33], [14, -41], [-49, -42], [21, 10], [4, 39], [14, 36], [31, 10], [-35, 47], [-3, 23], [16, -27], [-35, 6], [-27, 38], [-33, -26], [26, -21], [15, -14], [-38, -16], [27, -47], [25, -11], [47, 3], [48, 46], [-9, 22], [1, 7], [-26, 33], [-7, 50], [38, -5], [43, -3], [-29, -30], [40, -3], [-36, -15], [3, 16], [13, 25], [49, 24], [21, 48], [-42, -28], [-9, 31], [42, -9], [-46, -14], [-8, 36], [41, 49], [-19, -47], [-14, -40], [-34, -24], [27, 24], [33, 4], [-16, 18], [25, -39], [-23, -9], [14, 19], [4, -29], [-26, -47], [38, -39], [-41, -7], [-43, 39], [-10, -35], [-5, 26], [7, 35], [-12, -15], [-50, 21], [11, 17], [31, 17], [-19, -4], [19, -24], [-49, -30], [25, -17], [-6, -46], [-34, 46], [23, 26], [8, -47], [-9, 12], [-15, 28], [43, 41], [14, 46], [12, -7], [-20, 24]]"
11,2,50,100,UNSAT,"[[15, 8], [49, 35], [2, 21], [21, 10], [-31, 48], [-18, -36], [18, -37], [35, -7], [43, 26], [38, 43], [12, -36], [31, -6], [-16, -1], [5, 45], [49, -40], [39, -46], [19, -41], [50, -44], [24, -26], [28, 13], [32, 1], [-29, -26], [-36, 9], [25, 28], [-35, -41], [9, -21], [-10, -11], [-18, 27], [-21, 38], [15, -3], [-21, 29], [-44, -19], [-11, -50], [37, -18], [38, 36], [-25, 3], [-22, -33], [-8, -18], [-45, -19], [-31, 34], [34, -49], [44, 28], [5, 15], [-42, -22], [35, 43], [19, 41], [14, -23], [-40, 4], [44, 5], [-1, -45], [14, 48], [27, -11], [22, -5], [18, -13], [40, 3], [17, -47], [10, -11], [31, -13], [-29, 7], [-36, -7], [26, -2], [25, -16], [13, -12], [-18, 25], [13, 29], [-18, -9], [3, -16], [19, -19], [-41, -31], [-23, -32], [22, -40], [-47, 2], [44, -6], [30, -16], [-16, -13], [-24, -20], [2, 28], [-25, 37], [23, 11], [-49, 33], [-5, 5], [-38, -19], [-11, 48], [-5, -10], [-20, -8], [-16, -41], [-12, -1], [-31, 38], [-5, 16], [-43, 36], [41, -1], [42, -49], [35, 22], [-6, -1], [9, -39], [-22, 42], [-34, -15], [-1, -18], [-23, -46], [42, 50]]"
12,2,50,100,UNSAT,"[[1, -28], [-30, -16], [46, 14], [41, -17], [-10, -46], [32, 25], [-6, -32], [12, 49], [-23, -7], [3, 31], [8, 19], [25, -17], [10, 10], [-11, 41], [-24, -21], [5, 14], [50, -18], [46, -38], [19, -27], [48, 4], [28, -26], [-13, -28], [-48, -29], [-44, 18], [-48, 23], [24, -3], [-30, -26], [-40, 1], [-16, 1], [-45, -45], [-2, 42], [-11, 37], [47, -39], [-19, -2], [-3, -40], [22, -30], [47, -22], [11, -44], [-11, 50], [-6, -1], [-25, 14], [49, 6], [-36, 16], [13, 18], [-6, -45], [-34, -27], [11, 33], [-48, -22], [-38, 14], [49, 33], [24, 7], [50, 33], [-30, 30], [13, 45], [-38, -36], [32, 19], [45, -4], [48, -12], [29, 46], [-7, 5], [45, 30], [-2, -19], [-10, 47], [40, 12], [14, 40], [-13, 19], [-15, -24], [33, -23], [7, -45], [-12, 47], [-11, 4], [-34, -50], [38, 19], [-39, 36], [15, -13], [23, 50], [-3, 30], [-20, 18], [-47, -35], [12, 22], [23, 21], [41, -27], [34, -40], [35, -33], [-49, -11], [-37, -9], [46, 24], [-7, 44], [-18, -40], [29, 48], [-11, 23], [20, 10], [-22, 50], [15, 13], [20, 4], [9, 27], [-32, 35], [-31, 43], [50, -6], [-47, -43]]"
13,2,50,100,UNSAT,"[[9, 47], [16, 40], [2, -24], [49, 44], [6, -21], [39, -44], [35, -14], [-17, -45], [-13, -44], [43, 2], [-32, 1], [-14, -33], [-14, -47], [1, -46], [29, 35], [-17, 19], [41, 11], [-4, -21], [36, -4], [36, -15], [17, -48], [37, 14], [-47, -43], [-24, 11], [8, -50], [35, 1], [16, 28], [10, 48], [-36, 29], [38, -28], [18, -25], [33, -39], [41, -12], [-6, -20], [10, 25], [28, -12], [1, 29], [23, 34], [46, 10], [37, 3], [-20, -30], [-22, 3], [36, -37], [14, 4], [-48, 19], [-3, 31], [20, -11], [-13, -33], [18, -34], [-22, 47], [8, -36], [48, -47], [-36, 23], [17, -12], [-20, 5], [21, 42], [-32, 49], [-45, 12], [-28, -6], [-23, -35], [12, -27], [-9, -36], [-9, 45], [-27, 19], [-28, -2], [19, 7], [-19, 11], [-29, 14], [-41, 5], [44, -31], [31, -50], [47, 29], [21, -36], [-34, -18], [39, -35], [26, -33], [-4, 6], [38, -47], [-8, -6], [7, -9], [18, -6], [35, 29], [5, 30], [-32, -23], [-29, -36], [26, 20], [-40, -12], [-1, 12], [-25, 41], [19, 15], [-22, -43], [1, -36], [-14, -48], [9, 41], [43, -11], [45, -39], [8, 22], [-22, -28], [-10, -15], [-3, -39]]"
14,2,50,100,UNSAT,"[[7, -4], [5, -19], [28, 47], [-2, 24], [7, 39], [-39, 41], [-45, 2], [-6, 30], [-36, 18], [-47, 30], [-41, -9], [-32, 37], [36, -5], [-36, -19], [2, 49], [24, -42], [28, 47], [-25, 36], [6, -1], [-15, -24], [27, 20], [3, 49], [-37, -32], [36, 33], [41, -45], [-38, 29], [-36, 13], [-13, -7], [18, -3], [-49, -20], [-11, -6], [-27, -3], [23, -36], [43, 22], [25, -37], [-30, -16], [-24, -25], [-22, 46], [14, -32], [18, 1], [-33, -42], [39, 14], [-12, 44], [-17, 27], [8, -31], [-39, 17], [-47, 50], [-38, -49], [45, 38], [-4, -9], [3, 49], [16, 21], [-9, -24], [-22, -22], [-20, 37], [-4, -13], [2, 6], [40, -35], [-15, -41], [-9, 47], [-27, -46], [-29, 23], [-40, 1], [6, 12], [39, -11], [-25, -32], [11, 48], [-23, -22], [-49, -16], [13, -3], [25, 41], [-47, 32], [4, -2], [-38, -32], [-17, 45], [-31, 12], [4, 28], [-34, -28], [-7, 16], [4, -28], [-47, 19], [-43, 6], [-6, 8], [-23, 34], [33, 27], [-17, -27], [6, 44], [-3, -9], [-16, 32], [41, -39], [-48, 27], [-42, -29], [6, -13], [46, -24], [-15, 42], [23, 33], [23, 29], [-33, -40], [44, -40], [30, 35]]"
15,2,50,100,UNSAT,"[[-29, 31], [5, -33], [16, -11], [34, 33], [25, 36], [-35, -40], [-45, -13], [33, -35], [-3, 45], [12, -43], [-29, 31], [-14, -29], [-13, 30], [43, -17], [-26, 11], [45, 50], [36, -10], [19, -18], [-49, 48], [-39, -7], [-16, -23], [24, -39], [21, -38], [-45, 45], [38, -48], [-7, -8], [14, -27], [-30, -20], [31, 30], [-5, 29], [-46, 18], [-3, -24], [6, -14], [-37, -34], [48, -30], [50, 29], [-5, 34], [-17, 21], [8, -29], [-17, 45], [13, -33], [45, 17], [39, 42], [-18, -34], [46, -40], [41, -31], [-11, 24], [-45, 21], [6, 26], [-28, 35], [48, 38], [18, -15], [7, -3], [-50, -50], [-40, 21], [-4, 5], [29, -27], [-26, -32], [36, 25], [6, 43], [-46, -20], [-15, -5], [-8, 32], [2, 15], [42, 22], [-38, 45], [15, 40], [-39, -35], [-31, 40], [-26, 26], [-47, -17], [-8, -8], [15, -14], [-15, -6], [35, -38], [50, 4], [43, 35], [39, -12], [30, -38], [1, 27], [13, 44], [-19, -49], [37, -25], [-9, 33], [24, 6], [3, -6], [-11, -50], [-8, 47], [-4, -45], [25, -37], [48, -6], [-44, 3], [-9, 24], [9, -20], [21, -22], [18, -3], [48, -30], [-48, -2], [-43, 31], [-44, -17]]"
16,2,50,100,UNSAT,"[[-13, 42], [18, -1], [44, 21], [5, -21], [-4, 21], [2, -10], [-42, -41], [-9, -27], [44, -46], [-46, -25], [35, 2], [-50, 47], [-15, -36], [-39, -2], [38, 4], [-15, -35], [-41, 12], [-44, -9], [-25, -36], [17, -23], [36, 22], [-12, 37], [31, -4], [6, 10], [-10, 42], [18, 20], [-46, 18], [-42, -42], [-27, 37], [34, -30], [27, -15], [-43, -4], [-35, 41], [-30, -3], [-46, -1], [6, 48], [46, -9], [-23, 39], [-11, -24], [45, -50], [19, -13], [-5, 13], [11, -5], [-19, -25], [-6, 50], [9, -10], [33, -25], [-38, -11], [-7, -28], [-28, -22], [-14, 27], [33, 49], [30, 2], [-32, 7], [-21, -45], [37, -6], [-31, 15], [-9, 49], [14, -15], [-47, 35], [-37, 31], [34, -36], [-1, 12], [20, 23], [-4, 39], [-33, 18], [-29, 5], [-36, -17], [-23, -39], [-40, -23], [7, -38], [-32, -26], [-19, 14], [28, 21], [-2, 17], [-22, 23], [-8, 49], [-39, 25], [48, 47], [-9, 45], [2, 32], [-29, -47], [-42, -24], [22, 28], [15, 15], [-7, 33], [17, -26], [-37, -37], [30, -37], [-19, -19], [-20, 24], [-33, -42], [-50, -40], [30, 38], [1, 27], [-12, -26], [-21, -14], [49, 34], [-20, -24], [-27, -16]]"
17,2,50,100,UNSAT,"[[-34, -34], [14, -6], [50, 27], [24, 19], [-10, -36], [41, 15], [7, 11], [-8, -42], [-10, -49], [30, 47], [3, 18], [7, 44], [5, -19], [26, 41], [-38, 26], [40, -35], [17, 7], [-16, 6], [-32, -47], [21, 10], [-8, -6], [-20, 50], [18, 47], [11, -34], [-50, 6], [1, -5], [47, 34], [7, -29], [35, -24], [5, 39], [-50, -2], [-8, -33], [41, 48], [41, -15], [20, -7], [12, 25], [37, 35], [-7, 1], [17, -43], [-28, 6], [48, 41], [-11, 49], [-44, 46], [42, 49], [47, -37], [-33, -29], [-15, 41], [19, 20], [28, 43], [-1, 4], [40, 37], [-8, -30], [-30, 4], [-29, -31], [-44, -13], [-20, 48], [14, -29], [-27, 18], [-24, -2], [23, 41], [24, -15], [23, 42], [32, -46], [-32, -39], [27, 47], [8, -17], [19, 4], [-44, -27], [4, 46], [-45, -17], [-25, 27], [49, -22], [-33, -36], [-25, -22], [-26, -28], [27, 35], [-8, 16], [44, -3], [-16, -8], [49, -18], [-25, 24], [-28, -46], [-27, 5], [50, 19], [12, 35], [12, -26], [-8, 49], [-3, -2], [8, 46], [-26, 16], [-38, -46], [-28, 7], [27, -27], [-48, -10], [46, -6], [-39, 45], [19, 10], [-8, -49], [41, -18], [29, 5]]"
18,2,50,100,UNSAT,"[[22, 47], [-18, -33], [-18, 20], [17, 17], [-37, 25], [43, 40], [8, 26], [-33, 9], [-30, 49], [-25, -29], [-12, 49], [-38, 14], [15, -20], [-45, 49], [18, 31], [-1, -49], [48, 30], [32, -18], [-8, 19], [-13, -30], [-24, -43], [45, -47], [-11, -12], [18, 18], [17, -37], [-31, 18], [-42, 23], [41, -45], [37, 30], [-44, -8], [22, 26], [-48, -35], [35, 49], [-9, 18], [27, 41], [-26, 40], [33, -37], [-8, 37], [-35, 46], [28, -20], [16, -33], [31, 8], [-11, -25], [-29, 28], [-11, 2], [6, -43], [-22, 26], [49, -44], [47, -9], [27, 46], [8, 1], [-46, -44], [-48, 24], [32, -5], [-37, -26], [-34, 22], [44, 8], [22, -3], [31, -23], [-27, 37], [16, 17], [-26, -4], [41, 27], [-39, -31], [-25, 12], [27, -30], [13, 11], [-16, 42], [9, -43], [-40, -30], [13, -37], [18, 32], [-35, 32], [-24, -39], [33, -3], [-36, -35], [46, -2], [-19, -23], [18, -31], [39, 4], [-25, 46], [-21, -21], [41, -3], [32, 8], [-40, -44], [-41, -5], [-31, 24], [28, 22], [-5, 10], [41, -24], [-12, 26], [9, 7], [-31, 5], [-44, -22], [-43, -16], [-47, -3], [-7, 30], [21, 5], [-2, 45], [-3, 19]]"
19,2,50,100,UNSAT,"[[37, -41], [-28, 50], [-46, -10], [-20, 26], [26, -2], [-32, 17], [40, -18], [-36, 45], [9, 18], [-18, 15], [26, -23], [-47, 45], [25, -32], [49, 20], [-9, -31], [-50, 11], [-7, -20], [24, 13], [47, -27], [32, 5], [39, -26], [33, 10], [-1, 49], [-3, 44], [-14, 46], [37, 11], [-33, 3], [20, -36], [18, 44], [-12, -15], [-40, 38], [17, -40], [18, 22], [2, -45], [49, -18], [13, -31], [-4, 25], [-38, -17], [48, -33], [-9, 33], [39, 1], [28, -31], [29, -6], [-40, 34], [49, 5], [50, -6], [45, 29], [-5, 26], [13, 30], [17, -5], [4, 13], [-19, 5], [33, -38], [41, 21], [9, -30], [-15, 12], [-27, -41], [12, -24], [41, 46], [12, 1], [-26, 33], [-3, -47], [-40, 30], [3, -38], [-43, 22], [-23, -5], [-36, 15], [-22, 6], [-49, -17], [-31, 23], [30, -45], [-2, 25], [2, -17], [25, -6], [41, 10], [35, -30], [42, -2], [1, 16], [-1, 34], [25, 9], [50, -36], [35, 30], [26, -14], [-16, -34], [-18, 26], [-32, -23], [31, 11], [-5, -50], [-8, 14], [-36, 1], [41, 50], [-22, -11], [-5, 14], [38, 29], [-43, -26], [-26, -24], [28, -29], [-39, 17], [6, 22], [15, 35]]"
