instance_id,k,n_vars,n_clauses,satisfiability,clauses
10,2,100,80,SAT,"[[85, -45], [-15, 75], [-84, -63], [-88, -8], [-85, 47], [91, -22], [12, -65], [-58, 46], [2, 71], [55, -10], [93, -69], [-94, -95], [-97, 1], [-35, 22], [-77, 6], [-10, 61], [82, 39], [10, -44], [-67, -85], [29, -29], [-54, -9], [-34, -62], [-84, -15], [-9, 87], [84, -73], [-63, 5], [82, 20], [71, -68], [-32, -89], [-90, -18], [-61, 76], [3, 86], [44, 78], [93, -17], [-16, -70], [-97, -36], [-25, 15], [19, -71], [-28, 93], [2, 69], [-28, -57], [-11, -98], [-78, -81], [-71, -38], [2, 65], [56, 36], [35, 54], [70, 69], [2, -99], [6, 68], [-32, 90], [89, 52], [-77, -35], [-82, -8], [-14, 49], [-52, -84], [24, -92], [-77, -14], [20, 53], [-96, 62], [-60, -92], [43, 52], [62, -80], [-31, -76], [37, 63], [83, 20], [-34, 88], [35, 86], [-37, 97], [37, 38], [38, -95], [39, 25], [56, -39], [-82, -24], [52, 59], [81, 66], [-50, -20], [-29, 33], [-36, 57], [94, -17]]"
11,2,100,80,SAT,"[[-37, 34], [-20, -90], [-18, 98], [58, -18], [-93, -63], [53, 63], [-5, -90], [-46, 21], [87, 24], [52, 77], [-78, 7], [67, -36], [-74, -79], [43, 18], [-35, -58], [31, 47], [64, -49], [-46, 93], [-31, -3], [42, -32], [11, -47], [94, -67], [-1, -60], [80, 43], [87, 92], [37, -51], [45, -14], [43, -49], [80, -2], [88, 34], [-20, -93], [27, -41], [26, 33], [96, -49], [-18, 94], [-75, -41], [-53, -11], [-13, 1], [-52, 39], [-62, 3], [62, 75], [68, -68], [-93, -60], [-79, -49], [-62, 71], [-18, -28], [-38, -56], [37, 77], [75, -57], [46, 61], [67, 61], [98, 32], [56, 29], [29, -58], [51, 5], [-38, 2], [65, -51], [99, -58], [-97, -80], [-60, 65], [-21, -24], [13, -8], [28, 71], [86, 89], [93, 91], [47, 58], [-56, 48], [-88, -18], [21, -61], [-9, -69], [59, -63], [-50, 90], [95, -81], [-69, -90], [45, -39], [-45, -29], [58, -35], [64, -98], [26, 1], [-43, -90]]"
12,2,100,80,SAT,"[[68, -83], [-62, -64], [76, 17], [-13, -91], [-73, -16], [26, 5], [16, -83], [-83, 39], [60, -23], [-6, -43], [-97, 83], [-19, -42], [55, -28], [54, -25], [60, 66], [-46, 64], [-76, -67], [-8, 48], [-13, -87], [6, 100], [-50, 56], [-1, 24], [-88, -27], [36, -27], [-25, -94], [-58, -12], [-62, 79], [-43, 9], [-27, -90], [-64, 64], [-15, 92], [82, -15], [-69, 27], [92, -93], [-90, -7], [-49, 66], [51, -21], [86, 6], [19, 80], [-17, -15], [-88, 1], [-96, 68], [-92, 52], [87, -28], [48, 72], [74, -66], [-66, 19], [61, -61], [-94, -44], [-86, 34], [36, 59], [-60, 17], [12, -35], [-24, 57], [-68, -64], [84, 14], [33, 50], [22, 24], [-38, -31], [-45, -33], [-61, -13], [94, -7], [-62, 99], [46, 10], [96, 47], [-15, 22], [-85, -97], [64, -92], [50, -11], [10, -11], [-67, 69], [68, -74], [83, 75], [59, -39], [6, -62], [-63, -96], [-89, 74], [24, 28], [47, 3], [94, 26]]"
13,2,100,80,SAT,"[[-29, -56], [-62, -30], [-4, 90], [19, 40], [-52, 73], [-19, 77], [-49, -78], [82, -73], [-7, -94], [-13, 74], [85, 95], [-27, -73], [6, 87], [-52, 89], [86, 68], [-42, -57], [-50, -82], [-27, -42], [5, 42], [45, -56], [14, -88], [-40, 98], [-70, -18], [61, -32], [15, -69], [-76, 98], [28, -26], [93, 4], [51, -14], [42, -50], [-27, -90], [-28, 60], [62, 73], [34, -18], [8, 7], [10, 77], [72, 65], [-2, -11], [-63, 9], [14, -32], [28, 17], [-54, -38], [14, 5], [-14, -63], [-76, -7], [-99, -24], [8, 91], [-62, 49], [-43, -5], [-36, -85], [64, 86], [-82, -35], [-67, -47], [23, 90], [11, -96], [69, 38], [80, 100], [30, -47], [51, 35], [-78, -46], [-8, -90], [39, 62], [-67, 83], [-92, -77], [-24, -19], [-97, 6], [7, -5], [31, -88], [-56, -8], [84, 64], [79, 19], [4, -39], [1, -2], [28, 96], [-92, -59], [-81, 84], [-79, -58], [78, 42], [92, 76], [-53, -19]]"
14,2,100,80,SAT,"[[55, -63], [83, 3], [-4, 19], [81, -29], [5, -69], [-49, 82], [72, 65], [71, 47], [94, -73], [-69, 99], [71, -45], [74, 28], [87, -93], [72, -79], [-55, -5], [-12, -13], [-46, -5], [-26, -39], [89, 31], [-23, -7], [-55, 15], [21, -18], [29, 85], [39, 94], [-16, 55], [38, -50], [-33, 93], [29, -15], [-85, 84], [-47, 73], [-35, -7], [24, -33], [66, -62], [-95, -79], [72, 46], [16, -64], [19, -95], [38, -45], [92, -30], [-96, -23], [-40, 72], [49, -61], [-89, -88], [95, -31], [16, 81], [16, -97], [5, -12], [-46, 64], [46, 42], [83, 96], [-71, 51], [76, -60], [55, -1], [81, -71], [84, 59], [-90, -6], [37, 47], [-58, -30], [-1, -40], [-7, -76], [54, 67], [29, -39], [97, 7], [62, 40], [-35, -84], [-26, 50], [23, 97], [-54, 55], [-49, -59], [11, 14], [-67, 13], [50, -18], [-8, 68], [-73, 93], [25, -74], [71, 5], [24, -90], [-90, 86], [49, 89], [-4, -5]]"
15,2,100,80,SAT,"[[69, 78], [-63, -45], [32, 1], [90, -55], [83, -23], [-75, 24], [35, -29], [-58, 20], [-16, -51], [28, 11], [79, 21], [-4, 67], [30, -51], [-75, 70], [77, 9], [-81, -39], [16, 66], [-11, 19], [-8, -3], [-41, 69], [1, -4], [-21, -13], [-3, -40], [3, -69], [-14, 88], [37, 28], [27, 48], [31, 16], [20, 39], [-23, 10], [57, -52], [27, 52], [17, -42], [-98, -12], [-74, -95], [51, -100], [-48, -32], [-85, -46], [-73, -8], [74, -37], [-38, 82], [75, 79], [-28, -6], [-49, 42], [-10, 93], [-40, 68], [-97, 83], [67, 43], [52, -64], [13, -7], [28, 74], [40, 94], [65, 45], [-66, 99], [10, -4], [-6, 79], [94, -42], [-26, 71], [18, 28], [-75, -64], [-93, 19], [62, 12], [64, 52], [74, 100], [-47, -88], [16, 20], [-68, 80], [-56, 15], [-44, 8], [-13, 55], [-56, 78], [-78, 51], [-39, -24], [-58, 21], [-18, -30], [52, 92], [42, 30], [-97, -6], [-62, 66], [-98, -2]]"
16,2,100,80,SAT,"[[-34, -96], [40, -72], [-2, -91], [50, 84], [-97, 51], [-94, 89], [-15, -79], [-49, -18], [20, -17], [59, -69], [-52, -82], [-45, -32], [95, 37], [-29, -17], [10, -19], [27, -12], [69, 71], [70, 37], [11, 55], [-50, 6], [-25, 99], [-2, 47], [85, -88], [28, -69], [-49, -71], [-9, 63], [-61, -5], [64, 5], [-30, 58], [77, -53], [73, -12], [-83, 44], [56, 94], [-57, -57], [-20, 43], [-25, -59], [-69, 55], [-88, 37], [19, 21], [-58, -59], [36, -38], [-70, 32], [57, -35], [-84, -43], [8, 35], [-24, -81], [-22, -52], [-31, -3], [-55, -55], [21, 4], [-45, -55], [55, 63], [-28, -67], [92, -77], [-42, -87], [83, 23], [66, -21], [-22, -78], [26, -83], [-77, -67], [-33, 93], [-38, -30], [-79, 15], [82, 42], [29, -35], [77, 34], [-13, 35], [29, -27], [-76, 16], [56, -75], [-78, 87], [52, -9], [-53, -59], [76, -64], [-36, 12], [12, 76], [73, 12], [-47, -57], [5, 71], [10, 23]]"
17,2,100,80,SAT,"[[-79, 88], [-20, 73], [-46, -83], [-83, 64], [77, -58], [10, -25], [27, 87], [-35, 11], [-78, 34], [-66, 82], [-76, -41], [65, 62], [-4, -54], [79, 2], [69, -80], [88, 100], [41, 97], [82, 59], [-86, -3], [-72, 83], [16, 74], [-75, 59], [60, 82], [-63, 5], [-93, -30], [-35, 57], [-88, 80], [-37, -3], [35, -64], [-28, -72], [41, 47], [97, 22], [45, 7], [94, 71], [-5, 68], [-6, -78], [29, -12], [-42, 66], [-79, 63], [85, -86], [19, 39], [-52, 85], [25, -2], [32, -67], [74, -12], [-24, 14], [-11, -48], [-28, -79], [63, 66], [23, 10], [-85, -73], [-15, 54], [-1, -50], [91, 90], [31, 72], [25, 14], [26, -80], [-43, -88], [-63, 69], [-54, 66], [-90, 76], [35, 46], [40, 42], [92, 76], [85, 13], [-47, 90], [-92, 92], [-36, -25], [-78, 55], [13, 96], [-70, 40], [26, 29], [-5, 20], [77, -97], [-26, 17], [54, -44], [-40, -12], [33, 85], [-45, -86], [-42, -34]]"
18,2,100,80,SAT,"[[-17, -56], [-68, 69], [51, 11], [25, 15], [-81, 48], [-28, -17], [-7, -56], [-79, 65], [21, -98], [92, -2], [4, 72], [-4, -52], [-94, 37], [78, -18], [25, 86], [-11, 25], [52, -9], [-72, 6], [28, 31], [43, -7], [-68, -14], [-30, 7], [-51, 1], [-99, -23], [56, -91], [16, -41], [34, -22], [95, -5], [26, -89], [40, -40], [4, 83], [-80, 55], [-78, 64], [-88, 67], [30, -73], [67, 38], [-68, 9], [-14, -25], [33, 28], [30, -95], [-40, 66], [98, -69], [-98, 8], [74, -80], [-72, 38], [16, -15], [-91, 88], [-80, 87], [-73, 35], [-28, -78], [4, 15], [50, -100], [-33, -54], [29, 98], [8, 100], [-11, 97], [-95, -67], [-29, -80], [-44, 3], [-26, 23], [-47, 23], [-12, -30], [-71, -6], [-91, 3], [-76, 52], [-8, 72], [-61, 33], [-76, -65], [70, 81], [-96, 41], [-81, 55], [78, 79], [-47, -59], [5, -57], [59, 8], [-71, 32], [17, -94], [-28, -15], [-84, -69], [6, -46]]"
19,2,100,80,SAT,"[[79, -43], [-31, -50], [-19, -23], [-13, -72], [-23, -17], [-26, 29], [-89, -24], [41, -73], [47, -58], [45, 28], [-31, -57], [8, 87], [39, 89], [-94, 50], [-56, -21], [-47, 89], [87, 18], [77, -51], [34, 26], [-17, 72], [100, 14], [-87, 42], [92, -79], [-76, -6], [35, -7], [59, 37], [-53, -2], [90, 10], [-89, 5], [3, -52], [-55, 99], [50, 42], [-69, -58], [-69, 36], [96, 20], [66, 20], [-91, 96], [-79, 83], [-45, 27], [62, 23], [-87, 75], [32, -22], [-30, 46], [75, -76], [-39, -98], [-14, 73], [-36, -53], [-51, -96], [-16, -95], [91, 70], [14, 3], [78, -1], [-15, 22], [11, 18], [-61, -35], [72, -56], [-48, -23], [-88, 65], [17, -65], [82, 3], [-75, -25], [-26, 3], [61, -83], [-15, -29], [-39, 54], [-73, -93], [-17, -45], [15, 20], [33, -23], [27, 9], [-35, -67], [15, 24], [1, 23], [62, 84], [56, -23], [96, -62], [-92, 72], [20, 32], [-69, -63], [-78, 90]]"
20,2,100,80,SAT,"[[-43, 60], [-7, 25], [5, 44], [35, 39], [-50, 76], [10, -35], [-8, -84], [5, 83], [-11, 31], [-2, -46], [-69, -48], [-39, 33], [-42, 79], [44, -55], [-11, 85], [81, 62], [62, -1], [79, 10], [-88, -32], [84, 7], [34, 29], [-25, -61], [-56, 40], [-63, -57], [-55, -18], [-62, -8], [51, 28], [-59, 29], [-95, 91], [5, -12], [75, 9], [-6, 75], [94, -94], [-78, 84], [-95, -16], [-77, -87], [52, 99], [100, -45], [-48, -97], [-72, -22], [11, -100], [1, 92], [-47, 3], [86, -82], [73, -43], [61, -81], [-44, 92], [20, 6], [-4, 50], [-68, 79], [-5, -41], [-87, 10], [29, 41], [79, -60], [-51, 83], [27, -94], [-50, -18], [59, 56], [-11, -61], [4, -16], [44, -77], [50, -86], [99, 16], [-17, 35], [82, 79], [-27, -54], [72, -24], [57, 66], [-13, -75], [-75, -62], [46, -24], [-12, -76], [72, -93], [80, 92], [-68, 64], [10, -52], [97, 99], [33, -83], [-50, -21], [89, -10]]"
21,2,100,80,SAT,"[[99, 30], [40, 73], [1, 43], [72, 55], [-88, -72], [60, -40], [-14, 75], [-63, 73], [4, -50], [-24, 24], [27, 21], [40, -33], [91, 49], [-86, 50], [-4, -30], [74, -46], [51, -2], [100, 86], [-36, -21], [-54, -100], [-46, 47], [-84, -19], [48, 37], [10, 97], [-51, 55], [39, 9], [-18, -68], [90, -64], [-9, -37], [-62, -96], [-45, 6], [29, 50], [71, -99], [-29, -45], [62, 19], [-97, -70], [-57, -20], [-12, -56], [-30, -29], [53, 69], [-39, -8], [-93, 62], [-81, 18], [-63, 85], [-71, 87], [-64, 44], [-52, 28], [-6, 84], [-100, 70], [39, 48], [75, 71], [-49, 91], [53, -80], [74, 75], [-88, 34], [-82, -71], [-33, 58], [21, -63], [-97, 73], [-74, -26], [36, -98], [69, 78], [90, 8], [-33, -1], [90, -38], [-71, 18], [73, 36], [69, 6], [-75, 18], [50, 71], [99, 3], [72, 93], [-75, -73], [-9, 37], [-46, 81], [6, 10], [67, -34], [42, -32], [87, -55], [20, -83]]"
22,2,100,80,SAT,"[[-27, 29], [-9, -78], [-82, 53], [24, -64], [98, -13], [-32, -53], [-64, 13], [69, 73], [94, -15], [-60, -19], [-58, -58], [-65, 15], [-68, 51], [65, 79], [32, 38], [3, 47], [13, 32], [71, 53], [79, -33], [37, -21], [-55, 55], [26, -97], [-66, -77], [-70, -18], [23, -95], [71, -15], [-98, 21], [40, 12], [-91, 99], [78, 90], [-80, -63], [-29, -1], [89, -51], [20, -67], [7, -93], [46, 3], [-71, 53], [4, 51], [36, -73], [78, -24], [-48, -2], [-85, -15], [31, -68], [69, -19], [57, 39], [-75, 20], [-55, -92], [-5, -38], [-51, -92], [14, 83], [-56, -34], [55, 20], [-82, -66], [53, 88], [-91, -89], [56, 6], [-38, 18], [-85, 3], [99, 10], [80, 83], [-11, 94], [11, 31], [-74, -24], [2, -31], [25, 40], [33, -43], [47, 64], [44, -71], [-70, 63], [-7, -60], [-7, 72], [42, -51], [-62, -4], [77, -19], [55, 28], [-99, -47], [36, -40], [24, -11], [85, -55], [63, -41]]"
23,2,100,80,SAT,"[[-13, 59], [-65, -60], [-9, -30], [24, -1], [-11, 49], [-57, 57], [14, -62], [11, -11], [-5, -54], [-45, -4], [65, 82], [-88, 80], [32, -68], [25, 14], [-24, -69], [100, 57], [95, 71], [-45, -22], [-38, 80], [69, -11], [-51, -52], [-84, -20], [40, 85], [49, -23], [13, -4], [56, -24], [92, 40], [39, -72], [100, -55], [-62, -18], [77, -88], [73, -18], [88, 98], [17, -97], [77, -28], [-13, -17], [-8, -25], [82, 24], [85, 28], [38, -98], [-31, 82], [-51, -70], [-18, -75], [-47, -10], [53, 32], [47, 24], [40, 22], [27, 66], [-23, -91], [-33, 41], [49, -88], [-12, -54], [88, -40], [75, 20], [46, 27], [-10, 15], [-17, -35], [-8, -39], [-5, -18], [-97, 8], [65, -71], [-97, 18], [87, 36], [-60, 46], [-52, -87], [91, -26], [-64, -9], [-28, -38], [57, 22], [52, 66], [-97, -91], [69, -54], [-86, -40], [-41, -32], [-96, -79], [65, -67], [40, 47], [37, 90], [-27, -51], [-76, 41]]"
24,2,100,80,SAT,"[[-28, 79], [-54, 34], [100, -11], [-87, -55], [-92, 49], [-15, 67], [-56, -62], [-34, -39], [17, -90], [16, -3], [48, -31], [-55, -76], [24, 70], [-86, -77], [47, -15], [100, 13], [66, 85], [1, -45], [-22, -82], [98, -91], [44, -13], [100, -14], [-96, 55], [-53, -75], [78, 78], [4, -82], [-41, -66], [-35, -11], [-53, -55], [23, 81], [-97, 54], [-88, -68], [-43, -41], [15, 23], [94, 95], [-24, 47], [40, 18], [-84, -42], [2, -33], [79, -81], [-26, 6], [-94, 75], [-21, -56], [-81, 47], [-55, -6], [-96, -7], [1, -54], [-97, -26], [53, -55], [-2, -21], [100, 76], [60, -53], [64, 27], [-80, -35], [-6, 88], [-80, -49], [-99, -43], [67, 87], [-68, 49], [-1, 34], [-65, -49], [-36, -66], [59, 77], [99, 15], [-14, 89], [-16, -32], [62, -65], [-40, 4], [82, 57], [-44, -77], [-25, 35], [36, 24], [20, -61], [-31, -81], [-61, -42], [69, 16], [82, 36], [23, 39], [69, 6], [-57, -67]]"
